DEPT,CALI,DT,FTEMP,GR,ILD,NPHI,PERM_ATAGA,PERM_EFF_ATAGA,PHID_ATAGA,PHIE_ATAGA,RHOB,SP,VSH,Facies,Porosity,Sw,Perm,Eff_Perm,Vsh
8221.0,11.734398842,103.10020447,75.17282,42.811599731,1.9774999619,32.598300934,26370.875,26370.875,0.3338181674,0.3050937057,2.0992000103,0.5001999736,0.086048238,Sand,0.3442499935624999,0.05797448923535775,26370.875,26370.875,0.28541066487333333
8221.5,11.736100197,104.09999847,75.17739,42.406299591,2.0058999062,31.120300293,32124.091797,32124.091797,0.3419999778,0.3129752278,2.0857000351,2.0,0.0848677382,Sand,0.35268747806250006,0.038260597188978784,32124.091797,32124.091797,0.28270866394
8222.0,11.790301323,104.40000153,75.18197,46.968799591,2.0332000256,30.248100281,31253.121094,31253.121094,0.3408484757,0.3072249591,2.0875999928,2.5,0.0986465216,Sand,0.3515000045,0.02605861629987649,31253.121094,31253.121094,0.31312533060666664
8223.0,11.828100204,103.99939728,75.19111,53.249599457,2.0683999062,30.289600372,28637.085938,28637.085938,0.3372120857,0.2969208062,2.0936000347,3.5004000664,0.1194835156,Sand,0.34774997831249993,0.012036744403097654,28637.085938,28637.085938,0.35499732971333336
8223.5,11.828100204,100.0,75.19568,53.75,2.1289000511,31.04929924,11448.592773,11448.592773,0.3013332784,0.2647987306,2.1528000832,6.5,0.121243,Sand,0.31074994800000005,0.011101835366186918,11448.592773,11448.592773,0.35833333333333334
8224.0,11.828100204,98.800003052,75.20026,51.531299591,2.152299881,31.38120079,5883.3183594,5883.3183594,0.2776969075,0.2461626828,2.1918001175,7.5,0.1135562882,Sand,0.28637492656249985,0.018021824246024276,5883.3183594,5883.3183594,0.34354199727333334
8224.5,11.828100204,99.800003052,75.20483,55.1875,2.171900034,32.025901794,4986.9150391,4986.9150391,0.2721212208,0.2377297282,2.2009999752,8.0,0.1263829768,Sand,0.2806250155000001,0.01322123649608653,4986.9150391,4986.9150391,0.36791666666666667
8225.0,11.828100204,101.80000305,75.2094,53.593799591,2.1835999489,32.569301605,8592.9013672,8592.9013672,0.2909090519,0.2557986081,2.1700000763,8.5,0.1206921414,Sand,0.29999995231249993,-0.0062672221759496605,8592.9013672,8592.9013672,0.35729199727333333
8225.5,11.828100204,103.40000153,75.21397,54.031299591,2.1854999065,32.772800446,13401.110352,13401.110352,0.3072121143,0.2696588635,2.1431000233,8.0,0.1222387999,Sand,0.31681248543749985,-0.019784369716310035,13401.110352,13401.110352,0.36020866394
8226.0,11.828100204,102.80000305,75.21854,58.8125,2.1835999489,33.474700928,15738.841797,15738.841797,0.3133333921,0.2694897652,2.132999897,8.0,0.1399264187,Sand,0.323125064375,-0.02372248211130601,15738.841797,15738.841797,0.39208333333333334
8226.5,11.828100204,102.0,75.22311,62.031299591,2.1816000938,32.752998352,13994.083008,13994.083008,0.3088485301,0.2616920769,2.1403999329,8.0,0.1526847631,Sand,0.31850004193750003,-0.019248814329842823,13994.083008,13994.083008,0.41354199727333335
8227.5,11.828100204,101.60019684,75.23225,64.873802185,2.1835999489,33.807098389,12441.571289,12441.571289,0.3044243455,0.2543290854,2.1476998329,8.5002002716,0.1645573825,Sand,0.3139376044375,-0.016715611488186788,12441.571289,12441.571289,0.4324920145666667
8228.0,11.828100204,103.69999695,75.23682,60.125,2.2128999233,33.561698914,16732.917969,16732.917969,0.3156969249,0.2699072361,2.1291000843,9.5,0.1450431645,Sand,0.3255624473124999,-0.039359276540328336,16732.917969,16732.917969,0.4008333333333333
8228.5,11.83010006,103.40000153,75.2414,57.75,2.2421998978,32.677600861,16576.515625,16576.515625,0.3153333664,0.2724895179,2.1296999454,10.5,0.1358684599,Sand,0.3251875341249999,-0.05282432046025631,16576.515625,16576.515625,0.385
8229.5,11.891400337,102.39969635,75.25054,62.032901764,2.2792999744,32.571201324,12381.109375,12381.109375,0.3042424321,0.2577872574,2.1480000019,11.500499725,0.1526912898,Sand,0.31374999881250004,-0.06112661656604268,12381.109375,12381.109375,0.41355267842666665
8230.0,11.914100647,99.599998474,75.25511,72.375,2.3789000511,32.187000275,4419.9423828,4419.9423828,0.2681211531,0.2148079872,2.2076001167,15.0,0.1988398582,Sand,0.2764999270624999,-0.0775955450917738,4419.9423828,4419.9423828,0.4825
8230.5,11.914100647,98.800003052,75.25969,77.5625,2.4296998978,32.155601501,2849.4318848,2849.4318848,0.2540606558,0.1968240589,2.2307999134,17.0,0.2252871245,Shale,0.26200005412500005,-0.08916083562906962,2849.4318848,2849.4318848,0.5170833333333333
8231.0,11.914100647,97.999992371,75.26427,79.4375,2.4804999828,31.46969986,1924.8029785,1924.8029785,0.2421212345,0.185114935,2.2504999638,18.5,0.2354452461,Shale,0.24968752262500007,-0.1021995213062088,1924.8029785,1924.8029785,0.5295833333333333
8231.5,11.914100647,97.199996948,75.26884,83.5625,2.5234000683,29.836299896,1652.7543945,1652.7543945,0.2376363575,0.1760916561,2.2578999996,20.0,0.2589868605,Shale,0.24506250024999984,-0.11758716893885235,1652.7543945,1652.7543945,0.5570833333333334
8232.0,11.914100647,98.900009155,75.27341,84.1875,2.5566000938,30.398300171,1909.1491699,1909.1491699,0.2418787628,0.1783366054,2.2509000301,21.0,0.2627025247,Shale,0.2494374811875,-0.13581236821362475,1909.1491699,1909.1491699,0.56125
8232.5,11.914100647,99.099998474,75.27798,84.5625,2.5820000172,30.456899643,2074.9938965,2074.9938965,0.2443636656,0.1796191931,2.2467999458,22.0,0.2649513185,Shale,0.25200003387500003,-0.1491899944303443,2074.9938965,2074.9938965,0.56375
8233.0,11.914100647,99.0,75.28255,82.25,2.6034998894,30.727800369,2074.9938965,2074.9938965,0.2443636656,0.1829517782,2.2467999458,23.5,0.2513134778,Shale,0.25200003387500003,-0.15875910281500083,2074.9938965,2074.9938965,0.5483333333333333
8234.0,11.915100098,98.000099182,75.29169,81.936698914,2.6112999916,31.073799133,1843.8757324,1843.8757324,0.2408485115,0.1807550341,2.2525999546,24.500400543,0.2495073676,Shale,0.248375028375,-0.15923823325464626,1843.8757324,1843.8757324,0.5462446594266667
8234.5,11.984399796,99.5,75.29626,82.0625,2.597700119,32.809398651,1280.1497803,1280.1497803,0.2303030491,0.1726740003,2.2699999809,26.5,0.2502313852,Shale,0.23750001193749984,-0.1443612955318505,1280.1497803,1280.1497803,0.5470833333333334
8235.0,11.984900475,99.900001526,75.30084,80.625,2.5703001022,31.823699951,1151.6567383,1151.6567383,0.227333352,0.1723070443,2.2748999596,27.0,0.2420511544,Shale,0.23443752525000003,-0.12985192661040834,1151.6567383,1151.6567383,0.5375
8236.0,12.0,100.90000153,75.30998,79.688102722,2.5448999405,33.578800201,1151.6567383,1151.6567383,0.227333352,0.1734944433,2.2748999596,28.000499725,0.2368280441,Shale,0.23443752525000003,-0.11868652938368096,1151.6567383,1151.6567383,0.5312540181466666
8236.5,12.050800323,100.59999847,75.31455,82.375,2.5234000683,39.086898804,627.95477295,627.95477295,0.2110302895,0.1578428894,2.3018000126,32.0,0.2520367801,Shale,0.2176249921250001,-0.09627250607653437,627.95477295,627.95477295,0.5491666666666667
8237.0,12.171899796,99.400001526,75.31913,87.375,2.5176000595,37.774700165,368.90762329,368.90762329,0.1976969242,0.1418891102,2.323800087,34.5,0.2822897732,Shale,0.203874945625,-0.08339786782183722,368.90762329,368.90762329,0.5825
8237.5,12.171899796,100.40000153,75.3237,86.625,2.515599966,36.956798553,286.96780396,286.96780396,0.1916970015,0.1384850889,2.3336999416,37.0,0.2775834501,Shale,0.1976875365,-0.07794490677978416,286.96780396,286.96780396,0.5775
8238.0,12.169400215,100.90000153,75.32827,87.25,2.5078001022,35.4477005,405.42788696,405.42788696,0.2000000477,0.143699795,2.3199999332,37.5,0.281501174,Shale,0.20625004174999992,-0.08094835103765075,405.42788696,405.42788696,0.5816666666666667
8238.5,12.093499184,101.40000916,75.33284,85.375,2.4979999065,34.258701324,961.80987549,961.80987549,0.2223637104,0.1623535603,2.2830998898,37.0,0.2698738575,Shale,0.22931256887500004,-0.09412641893597806,961.80987549,961.80987549,0.5691666666666667
8239.0,12.085900307,100.80000305,75.33742,81.6875,2.5020000935,34.132400513,1176.9173584,1176.9173584,0.2279393673,0.1713926643,2.273900032,36.0,0.2480777949,Shale,0.2350624800000001,-0.10031226451911146,1176.9173584,1176.9173584,0.5445833333333333
8239.5,12.085900307,101.1000061,75.34199,81.0,2.5116999149,33.456401825,1210.4873047,1210.4873047,0.2287273109,0.1728799641,2.2725999355,35.0,0.2441655993,Shale,0.23587504031249987,-0.1052098856754542,1210.4873047,1210.4873047,0.54
8240.5,12.085900307,100.00019836,75.35113,77.999801636,2.5116999149,34.693199158,974.70068359,974.70068359,0.222727254,0.1720285416,2.2825000286,34.5,0.2276269197,Shale,0.22968748212500004,-0.10041615922370117,974.70068359,974.70068359,0.5199986775733333
8241.0,12.085900307,100.80000305,75.3557,79.6875,2.4960999489,36.205299377,838.96868896,838.96868896,0.218666628,0.1668809652,2.2892000675,35.0,0.2368247211,Shale,0.2254999578125,-0.09038086462488715,838.96868896,838.96868896,0.53125
8241.5,12.086198807,100.49999237,75.36028,81.5625,2.4707000256,36.499000549,728.44342041,728.44342041,0.2149091512,0.1617485881,2.2953999043,35.5,0.2473629862,Shale,0.2216250598125,-0.07637018759633474,728.44342041,728.44342041,0.54375
8242.5,12.096199036,101.00029755,75.36942,84.375,2.4375,36.968200684,697.23260498,697.23260498,0.213757515,0.157362923,2.2973001003,36.500198364,0.2638250887,Shale,0.22043743731249985,-0.061028117171844976,697.23260498,697.23260498,0.5625
8243.0,12.171899796,101.19999695,75.37399,87.6875,2.3945000172,36.738201141,599.15441895,599.15441895,0.2098181248,0.1501733661,2.303800106,38.5,0.2842688262,Shale,0.21637493374999986,-0.03936969659988354,599.15441895,599.15441895,0.5845833333333333
8243.5,12.171899796,102.40000153,75.37856,87.125,2.3789000511,36.848800659,472.98626709,472.98626709,0.203818202,0.1466035396,2.3136999607,39.0,0.2807142138,Shale,0.21018752456249987,-0.028180011024538265,472.98626709,472.98626709,0.5808333333333333
8244.0,12.170900345,101.80000305,75.38313,87.6875,2.3729999065,36.622600555,383.91629028,383.91629028,0.1986666322,0.1421919018,2.3222000599,40.0,0.2842688262,Shale,0.2048749625624999,-0.021875740801672094,383.91629028,383.91629028,0.5845833333333333
8244.5,12.138899803,101.19999695,75.3877,87.6875,2.3633000851,35.426300049,401.43933105,401.43933105,0.199757576,0.1429727226,2.3203999996,39.5,0.2842688262,Shale,0.20600000024999984,-0.01848822854137011,401.43933105,401.43933105,0.5845833333333333
8245.0,12.085900307,101.90000153,75.39227,86.0,2.3554999828,34.098098755,474.13253784,474.13253784,0.2038787454,0.1480755359,2.3136000633,39.5,0.2737078071,Shale,0.21024996043749997,-0.018110268997933998,474.13253784,474.13253784,0.5733333333333334
8245.5,12.085900307,101.19999695,75.39685,85.875,2.3710999489,33.612098694,611.96783447,611.96783447,0.2103635967,0.1529474407,2.3029000759,38.0,0.2729377151,Shale,0.2169374525625001,-0.02961477734692708,611.96783447,611.96783447,0.5725
8246.0,12.085900307,101.69999695,75.40142,84.0,2.3984000683,35.418701172,538.5557251,538.5557251,0.2070908993,0.1529193074,2.3083000183,38.0,0.2615836263,Shale,0.21356248856249985,-0.03903307598045935,538.5557251,538.5557251,0.56
8247.0,12.085900307,100.60020447,75.41057,87.623901367,2.4258000851,36.122398376,600.56799316,600.56799316,0.2098788023,0.1503015161,2.3036999702,37.5,0.2838652134,Shale,0.21643751862500007,-0.05300174349066822,600.56799316,600.56799316,0.5841593424466667
8247.5,12.087400436,100.49999237,75.41514,86.3125,2.4921998978,35.282901764,518.34375,518.34375,0.2061211914,0.1493058652,2.3099000454,37.5,0.2756403685,Shale,0.21256247162499994,-0.07892109996838914,518.34375,518.34375,0.5754166666666667
8248.0,12.134000778,99.0,75.41972,91.0625,2.515599966,33.859600067,331.09347534,331.09347534,0.1950909346,0.1353271455,2.328099966,37.0,0.3063381314,Shale,0.20118752125000003,-0.0805377787630619,331.09347534,331.09347534,0.6070833333333333
8249.0,12.171899796,97.800003052,75.42886,91.875198364,2.5409998894,33.71969986,257.3470459,257.3470459,0.1891515553,0.1301650852,2.3378999233,37.0,0.311847657,Shale,0.19506254793749986,-0.08687282294501286,257.3470459,257.3470459,0.6125013224266667
8249.5,12.171899796,97.699989319,75.43343,89.75,2.578099966,34.652698517,288.45031738,288.45031738,0.1918182373,0.1347326934,2.3334999084,37.0,0.2976022959,Shale,0.19781255725000005,-0.10482111300690544,288.45031738,288.45031738,0.5983333333333334
8250.0,12.171899796,98.5,75.438,88.8125,2.5840001106,33.471698761,277.49484253,277.49484253,0.1909090728,0.135262385,2.3350000381,36.5,0.291482687,Shale,0.19687497618749997,-0.10663814494093637,277.49484253,277.49484253,0.5920833333333333
8250.5,12.171899796,98.699996948,75.44257,85.75,2.5801000595,33.192798615,332.77386475,332.77386475,0.1952121556,0.1420813948,2.3278999329,36.5,0.272169292,Shale,0.20131254193750006,-0.10833804453347784,332.77386475,332.77386475,0.5716666666666667
8251.0,12.171899796,98.800003052,75.44714,86.5625,2.5664000511,33.410598755,420.69219971,420.69219971,0.2009090632,0.1452182829,2.318500042,37.0,0.2771939635,Shale,0.20718747374999988,-0.1069225812418595,420.69219971,420.69219971,0.5770833333333333
8251.5,12.171899796,100.0,75.45171,87.3125,2.5527000427,34.657299042,479.90621948,479.90621948,0.2041817605,0.1466238946,2.3131000996,37.5,0.2818952501,Shale,0.21056243774999986,-0.10358390591977984,479.90621948,479.90621948,0.5820833333333333
8252.0,12.171899796,100.40000153,75.45629,89.6875,2.5508000851,34.501598358,483.40206909,483.40206909,0.2043636739,0.1436285824,2.3127999306,38.5,0.2971912324,Shale,0.21075004337499983,-0.10290563889728954,483.40206909,483.40206909,0.5979166666666667
8252.5,12.170701027,99.800003052,75.46086,88.0,2.5527000427,33.699001312,435.39273071,435.39273071,0.2017575502,0.1440027207,2.3171000481,40.0,0.2862586081,Shale,0.20806246993750002,-0.10167881822504388,435.39273071,435.39273071,0.5866666666666667
8253.5,12.131300926,99.799499512,75.47,91.998901367,2.5527000427,32.967601776,467.28594971,467.28594971,0.2035152018,0.1398774236,2.3141999245,39.999801636,0.3126930296,Shale,0.20987504718749997,-0.10305942700759951,467.28594971,467.28594971,0.6133260091133333
8254.0,12.085900307,98.300003052,75.47457,85.0625,2.5448999405,32.946800232,479.90621948,479.90621948,0.2041817605,0.1494666934,2.3131000996,38.0,0.2679723799,Shale,0.21056243774999986,-0.1002117638316149,479.90621948,479.90621948,0.5670833333333334
8254.5,12.088100433,97.999992371,75.47915,78.25,2.5645000935,34.182701111,451.64279175,451.64279175,0.2026667148,0.1562613845,2.3155999184,37.5,0.2289735824,Shale,0.2090000510000001,-0.10748841936044884,451.64279175,451.64279175,0.5216666666666666
8255.5,12.156700134,98.399902344,75.48829,82.500701904,2.5878999233,33.224300385,371.68328857,371.68328857,0.1978788376,0.1478618532,2.323499918,38.0,0.2527657449,Shale,0.20406255124999997,-0.11379385178872226,371.68328857,371.68328857,0.55000467936
8256.0,12.257799149,98.199996948,75.49286,92.625,2.6328001022,31.545999527,301.32189941,301.32189941,0.1928484887,0.131715551,2.331799984,38.5,0.3169998527,Shale,0.19887501000000005,-0.12908487874833097,301.32189941,301.32189941,0.6175
8256.5,12.257301331,98.5,75.49744,90.0,2.660200119,32.901798248,251.36064148,251.36064148,0.1886060834,0.1321655214,2.3387999535,39.5,0.2992510498,Shale,0.19450002906249989,-0.1374209731016227,251.36064148,251.36064148,0.6
8257.0,12.239998817,98.099998474,75.50201,95.25,2.6835999489,33.499099731,206.59257507,206.59257507,0.1841212213,0.1223351508,2.3461999893,39.0,0.3355727792,Shale,0.18987500668749993,-0.14380699051177848,206.59257507,206.59257507,0.635
8257.5,12.171899796,97.099998474,75.50658,98.0625,2.714799881,31.802400589,250.04696655,250.04696655,0.1884848624,0.1213031411,2.3389999866,38.5,0.3564303219,Shale,0.19437500837499985,-0.16066690746170842,250.04696655,250.04696655,0.65375
8258.0,12.171899796,96.400009155,75.51115,98.5625,2.7421998978,30.782300949,299.01501465,299.01501465,0.1926667243,0.1232593581,2.3320999146,36.5,0.3602457345,Shale,0.1986875533749999,-0.17585009142729624,299.01501465,299.01501465,0.6570833333333334
8258.5,12.171899796,95.699996948,75.51572,96.4375,2.7637000084,30.291000366,392.59197998,392.59197998,0.1992121041,0.1306321919,2.3213000298,35.0,0.3442557752,Shale,0.20543748137499987,-0.19058285138527142,392.59197998,392.59197998,0.6429166666666667
8259.0,12.171899796,96.100006104,75.52029,88.8125,2.7890999317,30.857099533,317.91659546,317.91659546,0.1941212118,0.1375382394,2.3296999931,34.0,0.291482687,Shale,0.20018750431249985,-0.1971927458302054,317.91659546,317.91659546,0.5920833333333333
8260.0,12.171899796,95.999702454,75.52943,88.812400818,2.8085999489,30.196100235,330.25491333,330.25491333,0.1950302422,0.1381824315,2.3282001019,33.5,0.2914820313,Shale,0.20112493631250009,-0.20633958679408826,330.25491333,330.25491333,0.59208267212
8260.5,12.252700806,94.400001526,75.534,88.6875,2.8203001022,32.153301239,210.50416565,210.50416565,0.1845454574,0.1309028566,2.3454999924,34.0,0.29067415,Shale,0.19031250474999986,-0.20243023293049234,210.50416565,210.50416565,0.59125
8261.0,12.336400032,95.599998474,75.53858,91.9375,2.8203001022,32.936100006,188.4853363,188.4853363,0.1820605546,0.1252079308,2.3496000767,35.5,0.3122731745,Shale,0.1877499520625001,-0.20033197571269046,188.4853363,188.4853363,0.6129166666666667
8262.0,12.351599693,95.499603271,75.54772,88.064102173,2.8183999062,32.348300934,221.45074463,221.45074463,0.1856969446,0.1324635446,2.3436000347,36.500301361,0.2866681516,Shale,0.1914999783124999,-0.2025942415386497,221.45074463,221.45074463,0.5870940144866666
